name,smiles,mol_wt,hbd,hba,rotatable_bonds,logP,tpsa
Doxycycline hyclate,O.Cl.Cl.CCO.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c2c(O)cccc12)O)O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c2c(O)cccc12)O)O,1024.3123163760001,13,19,4,-0.6776999999999889,414.96999999999997
Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,430.3810808399999,1,2,12,8.840260000000002,29.46
Cloxacillin sodium salt monohydrate,O.[Na+].Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)[O-])c1ccccc1Cl,475.058078288,1,7,4,-2.6066799999999937,147.07
Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.21647510400004,1,6,7,3.4647000000000014,81.93
Guaiacol,COc1ccccc1O,124.052429496,1,2,1,1.4008,29.46
Methionine,CSCC[C@H](N)C(=O)O,149.051049592,2,3,4,0.1513999999999998,63.32000000000001
Pargyline,CN(CC#C)Cc1ccccc1,159.104799416,0,1,3,1.7516,3.24
Levetiracetam,CC[C@H](N1CCCC1=O)C(=O)N,170.105527688,1,2,3,-0.12729999999999986,63.400000000000006
Clofibric acid,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,214.039671892,1,2,3,2.582,46.53
Temozolomide,Cn1nnc2c(ncn2c1=O)C(=O)N,194.055223432,1,7,1,-2.078099999999999,108.17
Guaifenesin,COc1ccccc1OCC(O)CO,198.089208928,2,4,5,0.4272000000000001,58.92
Xylazine,Cc1cccc(C)c1NC1=NCCCS1,220.103419512,1,3,1,3.2082400000000018,24.39
Pantothenic acid sodium salt,[Na+].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],241.092616892,3,5,6,-5.373999999999996,109.69
Isoprenaline hydrochloride,Cl.CC(C)NCC(O)c1ccc(O)c(O)c1,247.097521116,4,4,4,1.5509999999999997,72.72
Orciprenaline sulfate,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.OS(=O)(=O)O,520.2090663519999,10,10,8,1.6055999999999997,220.03999999999996
Amiloride hydrochloride hydrate,O.O.Cl.NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,301.04569263600007,5,6,1,-2.3099299999999996,219.79000000000005
Zileuton,CC(N(O)C(=O)N)c1cc2ccccc2s1,236.061948624,2,3,2,2.7322000000000015,66.56
Dapsone,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,248.061948624,2,4,2,1.6838000000000002,86.18
Felbamate,NC(=O)OCC(COC(=O)N)c1ccccc1,238.095356928,2,4,5,0.9607999999999998,104.64
Melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,263.168542544,0,2,5,3.520500000000003,20.310000000000002
Fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,260.15247788,1,3,3,1.8034999999999997,41.57000000000001
Ramelteon,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,259.157228912,1,2,4,2.5676000000000005,38.33
Venlafaxine hydrochloride,Cl.COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,313.18085681599996,1,3,5,3.4574000000000025,32.7
Nitisinone,[O-][N+](=O)c1cc(ccc1C(=O)C1C(=O)CCCC1=O)C(F)(F)F,329.05110708,0,5,3,2.7346000000000013,94.35
Pentamidine,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1,340.18992600800004,4,4,10,2.8828400000000007,118.2
Alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,339.16952491200004,1,7,3,0.3944800000000006,97.05000000000001
Topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1,339.098787632,1,8,3,-0.3953999999999982,115.54000000000002
Aripiprazole,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,447.14803246400004,1,4,7,4.859300000000004,44.81
Ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,296.177630008,2,2,0,3.6126000000000023,40.46
Ibutilide hemifumarate,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1.OC(=O)/C=C/C(=O)O,884.5002866320002,6,10,30,8.039800000000008,213.87999999999997
Ivacaftor,CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C,392.2099927559999,3,3,2,5.081000000000004,82.19
Hydroxyzine dihydrochloride,Cl.Cl.OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,446.129461208,1,4,8,3.8995000000000033,35.940000000000005
Pemetrexed disodium,[Na+].[Na+].Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])c2c(=O)[nH]1,471.1130718879999,4,8,9,-7.995000000000006,196.92
Methylene blue,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,319.09099625600004,0,3,2,0.8666000000000007,19.370000000000005
Estradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,272.177630008,2,2,0,3.6092000000000026,40.46
Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.117154992,2,6,3,-2.708299999999996,98.82
Ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(=O)C)C(=O)C)[C@@H]2CCC3=CC(=O)CCC3=C12,475.272258664,0,5,4,5.543000000000006,63.68
Pramocaine hydrochloride,Cl.CCCCOc1ccc(OCCCN2CCOCC2)cc1,329.175771436,0,4,9,3.3884000000000016,30.930000000000003
Salicylamide,NC(=O)c1ccccc1O,137.047678464,2,2,1,0.49110000000000004,63.32000000000001
Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,368.12598835999995,2,6,8,3.3699000000000026,93.06000000000002
Raloxifene hydrochloride,Cl.Oc1ccc(cc1)c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,509.142757056,2,6,7,6.497000000000006,70.0
Ursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,392.29265976,3,3,4,4.477900000000004,77.76
Erythromycin,CCC1OC(=O)[C@H](C)C(O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,733.4612412040001,5,14,7,1.785600000000004,193.91
Dorzolamide hydrochloride,Cl.CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,360.00389770400005,2,6,3,1.0338000000000003,106.33
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12.OS(=O)(=O)O,711.3301845280001,6,9,11,2.2141000000000024,192.63
Trovafloxacin,N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(=O)O)c(=O)c2cc1F)c1ccc(F)cc1F,416.109625,2,6,3,1.8945,101.45000000000002
Besifloxacin,N[C@@H]1CCCCN(C1)c1c(F)cc2c(=O)c(cn(C3CC3)c2c1Cl)C(=O)O,393.12554743199996,2,5,3,3.144700000000001,88.56
Posaconazole,CC[C@@H]([C@H](C)O)n1ncn(c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O,700.329708264,1,12,12,4.573200000000004,115.69999999999999
Bepotastine besilate,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1.OS(=O)(=O)c1ccccc1,546.1591353919999,2,6,9,5.103500000000005,117.03
Daclatasvir dihydrochloride,Cl.Cl.COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c1ncc([nH]1)c1ccc(cc1)c1ccc(cc1)c1cnc([nH]1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,810.338686744,4,8,11,7.065600000000007,174.64
Sacubitril calcium salt,[Ca+2].CCOC(=O)[C@@H](C)C[C@H](Cc1ccc(cc1)c1ccccc1)NC(=O)CCC(=O)[O-].CCOC(=O)[C@@H](C)C[C@H](Cc1ccc(cc1)c1ccccc1)NC(=O)CCC(=O)[O-],860.3560869719998,2,10,22,4.619800000000003,191.06
Aminobenzoic acid,Nc1ccc(cc1)C(=O)O,137.047678464,2,2,1,0.9670000000000001,63.32000000000001
Acetylcholine bromide,[Br-].CC(=O)OCC[N+](C)(C)C,225.036440852,0,2,3,-2.740299999999997,26.3
Eugenol,COc1cc(CC=C)ccc1O,164.083729624,1,2,3,2.1293,29.46
Tolazoline hydrochloride,Cl.C(C1=NCCN1)c1ccccc1,196.076726096,1,2,2,1.6525999999999998,24.39
Lithium citrate,[Li+].[Li+].[Li+].OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],210.05154115000002,1,7,5,-14.240600000000002,140.62
Aminohippuric acid,Nc1ccc(cc1)C(=O)NCC(=O)O,194.06914218,3,3,3,0.08319999999999972,92.42
Pyridostigmine bromide,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,260.016039756,0,2,1,-2.4244999999999974,33.42
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,210.15929457599998,0,6,3,0.0696000000000001,48.39000000000001
Furazolidone,[O-][N+](=O)c1ccc(/C=N/N2CCOC2=O)o1,225.038570324,0,6,3,0.9739,98.17999999999999
Procainamide hydrochloride,Cl.CCN(CC)CCNC(=O)c1ccc(N)cc1,271.145140004,2,3,6,1.7621999999999998,58.36
Brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12,291.01195742,2,5,1,1.7633999999999999,62.2
Methocarbamol,COc1ccccc1OCC(O)COC(=O)N,241.09502258,2,5,6,0.5302000000000002,91.01
Leflunomide,Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F,270.061612188,1,3,2,3.2541200000000012,55.13
Desipramine hydrochloride,Cl.CNCCCN1c2ccccc2CCc2ccccc12,302.154976416,1,2,4,3.954600000000003,15.27
Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc21,303.101919528,0,5,2,1.7736999999999998,64.43
Piroxicam,CN1/C(=C(\O)/Nc2ccccn2)/C(=O)c2ccccc2S1(=O)=O,331.06267689599997,2,6,2,1.7376,99.6
Indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(=O)(=O)N,365.060090052,2,4,3,2.0834,92.5
Diphenpyramide,O=C(Cc1ccc(cc1)c1ccccc1)Nc1ccccn1,288.126263132,1,2,4,3.929800000000002,41.99
Fostamatinib,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(=O)(O)O)c4n3)n2)cc(OC)c1OC,580.148291262,4,12,10,3.094500000000001,186.71999999999997
Oxyphenisatin acetate,CC(=O)Oc1ccc(cc1)C1(C(=O)Nc2ccccc12)c1ccc(OC(=O)C)cc1,401.126322708,1,5,4,3.8237000000000023,81.70000000000002
Sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,342.11621152399994,8,11,5,-5.395599999999993,189.52999999999997
Glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,493.14381967599996,3,5,8,3.641700000000002,113.6
Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,447.23827316800003,2,9,5,2.965820000000001,105.03999999999999
Aminosalicylic acid,Nc1ccc(C(=O)O)c(O)c1,153.042593084,3,3,1,0.6726000000000001,83.55000000000001
Palmitoylethanolamide,CCCCCCCCCCCCCCCC(=O)NCCO,299.282429424,2,2,16,4.576200000000004,49.33
Nilutamide,CC1(C)NC(=O)N(C1=O)c1ccc([N+](=O)[O-])c(c1)C(F)(F)F,317.06234046000003,1,4,2,2.4484000000000004,92.55000000000001
Gluconolactone,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,178.04773804,4,6,1,-3.0132,107.22000000000001
Dexamethasone acetate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C,434.2104669319999,2,6,3,2.466500000000001,100.9
"(1R,2S)-Tranylcypromine hydrochloride",Cl.N[C@@H]1C[C@H]1c1ccccc1,169.065827064,1,1,1,1.923,26.02
Benperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2ccccc12,381.185255228,1,4,6,3.7687000000000017,58.1
Delavirdine mesylate,CC(C)Nc1cccnc1N1CCN(CC1)C(=O)c1cc2cc(NS(=O)(=O)C)ccc2[nH]1.CS(=O)(=O)O,552.1824747439999,4,8,6,2.2211,164.79999999999998
Terconazole,CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1,531.180395212,0,8,8,4.462700000000004,64.88000000000001
Geraniol,CC(=CCC/C(=C/CO)/C)C,154.135765196,1,1,4,2.671400000000001,20.23
Methylchloroisothiazolinone,Cn1sc(Cl)cc1=O,148.970212428,0,3,0,1.1002,22.0
Aminocaproic acid,NCCCCCC(=O)O,131.094628656,2,2,5,0.5901000000000001,63.32000000000001
Methenamine,C1N2CN3CN1CN(C2)C3,140.106196384,0,4,0,-1.0197999999999992,12.96
Acetylcysteine,CC(=O)N[C@@H](CS)C(=O)O,163.030314148,3,3,3,-0.4945,66.4
Succimer,OC(=O)[C@@H](S)[C@@H](S)C(=O)O,181.970750672,4,4,3,-0.2476000000000001,74.6
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,171.064391148,1,5,3,0.09201999999999994,81.19
4-Phenylbutyric acid,OC(=O)CCCc1ccccc1,164.083729624,1,1,4,2.0939,37.3
Caffeine,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,194.08037556,0,6,0,-1.0293,61.82
Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,246.023180168,0,6,7,-0.2809999999999997,86.74000000000001
Monobenzone,Oc1ccc(OCc2ccccc2)cc1,200.083729624,1,2,3,2.9712000000000014,29.46
L-Tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,204.089877624,3,2,3,1.1223000000000003,79.11
Felbinac,OC(=O)Cc1ccc(cc1)c1ccccc1,212.083729624,1,1,3,2.9807000000000015,37.3
Myristic acid,CCCCCCCCCCCCCC(=O)O,228.208930136,1,1,12,4.772100000000004,37.3
Clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.07097202,0,3,4,3.060500000000001,35.53
Phenoxybenzamine HCl,Cl.CC(COc1ccccc1)N(CCCl)Cc1ccccc1,339.115669716,0,2,8,4.616700000000004,12.47
Amizon,[I-].C[n+]1ccc(cc1)C(=O)NCc1ccccc1,354.02291110000004,1,1,3,-1.5548999999999964,32.98
Atenolol,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,266.163042564,3,4,8,0.45210000000000006,84.58
Ketorolac,OC(=O)C1CCn2c(ccc12)C(=O)c1ccccc1,255.089543276,1,3,3,2.2910000000000004,59.3
Edetic acid,OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.09066547199996,4,6,11,-2.0711999999999957,155.68
Famotidine,NC(=Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1)N,337.04493572,5,7,7,-0.5583299999999984,173.33
Trimethobenzamide,COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,388.19982199599997,1,6,10,2.5828000000000007,69.26
Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,386.354866092,1,1,5,7.388700000000009,20.23
Mabuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)NCCO,249.172878976,2,2,6,2.0970999999999997,49.33
Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,464.086302712,3,4,5,5.549700000000002,92.35000000000001
Zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.095691276,2,6,2,-0.5046000000000002,90.36999999999999
Sertraline hydrochloride,Cl.CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12,341.050482616,1,1,2,5.6014000000000035,12.03
Raltegravir,Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,444.155745992,3,9,6,0.9115199999999997,152.23999999999998
Cetirizine dihydrochloride,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,460.10872576400004,1,4,8,3.991800000000003,53.010000000000005
Didanosine,OC[C@@H]1CC[C@@H](O1)n1cnc2c(=O)[nH]cnc12,236.090940244,2,6,2,-0.21050000000000008,93.02999999999999
Camphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,152.120115132,0,1,0,2.401700000000001,17.07
Riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,376.13828435999994,5,9,5,-1.7235599999999989,161.56
Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(cn1c23)C(=O)O,361.14378433999997,1,6,2,1.544,75.01
Bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.1080857999999,2,3,7,3.554500000000001,75.63
Taurolidine,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,284.061296992,2,6,2,-2.6710999999999965,98.82000000000001
Bendamustine hydrochloride,Cl.Cn1c(CCCC(=O)O)nc2cc(ccc12)N(CCCl)CCCl,393.077759984,1,4,9,3.6864000000000026,58.36000000000001
Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,358.1780239319999,2,5,2,1.7658,91.67
Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,405.22637109199997,4,5,12,1.2352000000000007,132.95999999999998
Cefixime,Nc1nc(cs1)/C(=N/OCC(=O)O)/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,453.04128982000003,4,10,8,-0.5447999999999993,184.51
