"NVIC0024","","3-(beta-D-Glucopyranosyloxy)-8-(beta-D-glucopyranuronosyloxy)-3',4',5,7-tetrahydroxyflavone","C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O","14887603",\N,\N,"Non-Structural Protein - C","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of Non-Structural Protein - C","656.50","19","12","7","-3.27","326.96","37222609","https://pubmed.ncbi.nlm.nih.gov/37222609/","bhupender.thakur855@gmail.com"
"NVIC0025","","ZHAWOC21026","CN(C(=O)COC1=CC=CC2=C1OC(C)(C)C2)C1=NC2=C(CCCC2)S1","152138821",\N,\N,"RNA-dependent RNA polymerase (RdRp)","RealTime-Glo MT cell viability assay","virus inhibition assay",\N,"rNiV-EGFP, PGSA745-EFNB2","80.0","0.0","inhibition of RNA-dependent RNA polymerase (RdRp)","372.48","5","0","5","3.78","79.90","34724816","https://pubmed.ncbi.nlm.nih.gov/34724816/","bhupender.thakur855@gmail.com"
"NVIC0026","","FD012","OC(=O)C1=C(Cl)C=CC(=C1)C1=CC=C(O1)C=C1/SC(=S)N(CCC2=CC=C(OCC3CC3)C=C2)C1=O","155669302",\N,\N,"class I viral fusion protein","Cytotoxicity, pseudo virus infection inhibition","Luciferase activity","American Type Culture Collection (ATCC)","U87","70.0","0.0","inhibition of class I viral fusion protein","540.05","6","1","9","6.47","137.37","35336896","https://pubmed.ncbi.nlm.nih.gov/35336896/","bhupender.thakur855@gmail.com"
"NVIC0027","","Comp10694","CC1CC23CC4C(C5(CC4(C[N+]2(C1)[O-])N(C3=O)C)C6=C(C7=C(C=C6)OC(CC7=O)(C)C)NC5=O)(C)C","156583043",\N,"32675150","RNA-dependent RNA polymerase (RdRp)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of RNA-dependent RNA polymerase (RdRp)","493.59","7","1","0","3.41","105.14","36907056","https://pubmed.ncbi.nlm.nih.gov/36907056/","bhupender.thakur855@gmail.com"
"NVIC0028","","Lactitol","OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO","157355","DB12942","138481","matrix protein (NiV-M)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of matrix protein (NiV-M)","344.31","11","9","8","-5.76","200.53","38355980","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10866979/","bhupender.thakur855@gmail.com"
"NVIC0029","","2-APB(2-Aminoethyl Diphenylborinate)","B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN","1598",\N,"1540","Inhibitor of IP3 mediated calcium release from the ER","HTS immunolabeling assay","Non-linear regression analysis",\N,"Vero cells","133310.0","0.0","Inhibition of henipavirus replication","225.10","2","1","5","4.45","35.25","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0030","","Rosmariquinone","CC(C)C1=CC2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O","160142",\N,\N,"RNA-dependent RNA polymerase (RdRp)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of RNA-dependent RNA polymerase (RdRp)","282.38","2","0","1","4.11","34.14","38048723","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10746367/","bhupender.thakur855@gmail.com"
"NVIC0031","","Amiloride","C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N","16231",\N,"15403","Inhibitor of sodium channels","HTS immunolabeling assay","Non-linear regression analysis",\N,"Vero cells","656470.0","0.0","Sodium channel blockage","229.63","6","4","2","-1.10","159.29","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0032","","CA1001[(-)-(r,r)-N,N?-bis[11-(ethoxycarbonyl)undecyl]-n,n?-4,5-tetramethyl-3,6-dioxaoctanediamide]","CCOC(=O)CCCCCCCCCCCN(C)C(=O)CO[C@H](C)[C@@H](C)OCC(=O)N(C)CCCCCCCCCCCC(=O)OCC","163688476",\N,"2343275","Calcium ionophore","HTS immunolabeling assay","Non-linear regression analysis","Merck Scientific (Kilsyth, VIC Australia)","Vero cells","348990.0","0.0","Inhibition of henipavirus replication","684.99","10","0","37","8.92","111.68","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0033","","1611-4804","CCOC(=O)C1=C(N=c2n(c(=O)/c(=Cc3cc(ccc3OC(=O)C)Br)/s2)C1c4ccccc4)C","16410189",\N,"13001733",\N,\N,\N,"ChemDiv (San Diego, CA)",\N,"0.0","0.0",\N,"541.40","7","0","7","6.10","110.57","19264786","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2682105/","nishisharmacool14@gmail.com"
"NVIC0034","","AB00991123","C1CC(=CC2=CC=CC=C21)S(=O)(=O)NC3=CC=C(C=C3)N4C=NN=N4","17483530",\N,"17026724","Replication","Cytotoxicity kit","10-point concentration response assay","Enamine Ltd. (Kiev, Ukraine)","Vero cells","0.0","3900.0","Inhibition of virus-induced cytopathic effect","353.40","4","1","4","4.37","97.63","24735442","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3994909/","kanikatuteja@gmail.com"
"NVIC0035","","Phenytoin","C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3","1775",\N,"1710","Non-selective inhibitor of sodium, sodium/hydrogen transporter and calcium channels","HTS immunolabeling assay","Non-linear regression analysis",\N,"Vero cells","51580.0","0.0","Sodium channel blockage","252.27","4","2","2","4.71","58.20","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0036","","(5Z)-5-[[3-(1-benzofuran-2-yl)-1-phenylpyrazol-4-yl]methylidene]-2-[(2R,6R)-2,6-dimethylmor pholin-4-yl]-1,3-thiazol-4-one","CC1CN(CC(O1)C)C2=NC(=O)C(=CC3=CN(N=C3C4=CC5=CC=CC=C5O4)C6=CC=CC=C6)S2","1784648",\N,"1402075","attachment glycoprotein (Niv-G)","virtual screening, molecular docking and ADMET prediction","ADME/Tox filter server","ZINC database",\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","484.58","6","0","4","6.63","97.64",\N,"https://www.omicsonline.org/open-access/virtual-screening-for-identification-of-small-lead-compound-inhibitors-ofnipah-virus-attachment-glycoprotein-2153-0645-1000180.pdf","nishisharmacool14@gmail.com"
"NVIC0037","","5-N-ethyl isopropyl amiloride","CCN(C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N)C(C)C","1795",\N,"1729","Inhibitor of sodium/hydrogen transporter","HTS immunolabeling assay","Non-linear regression analysis",\N,"Vero cells","5960.0","0.0","Sodium channel blockage","299.76","6","3","5","0.76","136.51","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0038","","5'-Deoxy-5'-(Methylthio)-Tubercidin","CSCC1C(C(C(O1)N2C=CC3=C(N=CN=C32)N)O)O","188350","DB02933","163705","Methylthioadenosine phosphorylase",\N,\N,\N,\N,"0.0","0.0",\N,"296.35","6","3","3","0.05","131.72","28904190","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5686741/","kanikatuteja@gmail.com"
"NVIC0039","","Adenine","C1=NC2=NC=NC(=C2N1)N","190","DB00173","185","Methylthioadenosine phosphorylase",\N,\N,\N,\N,"0.0","0.0",\N,"135.13","2","2","0","-0.60","80.48","28904190","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5686741/","kanikatuteja@gmail.com"
"NVIC0040","","1926-2281","c1cc(cc2c1cc(/c(=N/c3c(c4c(s3)CCCC4)C(=O)N)/o2)C(=O)N)O",\N,\N,"21538902",\N,\N,\N,"ChemDiv (San Diego, CA)",\N,"0.0","0.0",\N,"383.40","7","3","3","1.68","156.24","19264786","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2682105/","nishisharmacool14@gmail.com"
"NVIC0041","","G1","CC1=CC=C(CN2C(CO)=CN=C2SCC(=O)N2CCCC3=C2C=CC=C3)C=C1","22576158",\N,"20426133","attachment glycoprotein (Niv-G)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","407.53","5","1","7","3.87","83.66","33450550","https://pubmed.ncbi.nlm.nih.gov/33450550/","bhupender.thakur855@gmail.com"
"NVIC0042","","G2","CN1C(=O)N(C)C2=NC(=NC(SCC(=O)NCCC3=CC=CC=C3)=C2C1=O)C1=CC=CO1","22581503",\N,"20433096","attachment glycoprotein (Niv-G)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","451.50","9","1","8","2.13","137.32","33450550","https://pubmed.ncbi.nlm.nih.gov/33450550/","bhupender.thakur855@gmail.com"
"NVIC0043","","G4","C1CC(OC1)CNC(=O)C(=O)NC2=C3CSCC3=NN2C4=CC=C(C=C4)F","22584902",\N,"20439076","attachment glycoprotein (Niv-G)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","390.43","8","2","7","2.45","110.55","33450550","https://pubmed.ncbi.nlm.nih.gov/33450550/","bhupender.thakur855@gmail.com"
"NVIC0044","","FD001","C1=CC=C(C=C1)CCN2C(=O)C(=CC3=CC=C(O3)C4=CC(=C(C=C4)Cl)C(=O)O)SC2=S","2277040",\N,\N,"class I viral fusion protein","Cytotoxicity, pseudo virus infection inhibition","Luciferase activity","American Type Culture Collection (ATCC)","U87","410.0","0.0","inhibition of class I viral fusion protein","469.96","5","1","6","5.68","128.14","35336896","https://pubmed.ncbi.nlm.nih.gov/35336896/","bhupender.thakur855@gmail.com"
"NVIC0045","","1-N,4-N-bis(3-phenylphenyl)piperazine-1,4-dicarboxamide","C1CN(CCN1C(=O)NC2=CC=CC(=C2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C5=CC=CC=C5","235811",\N,"205764","attachment glycoprotein (Niv-G)","virtual screening, molecular docking and ADMET prediction","ADME/Tox filter server","NCI diversity set-II",\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","476.60","6","2","8","9.99","64.68",\N,"https://www.omicsonline.org/open-access/virtual-screening-for-identification-of-small-lead-compound-inhibitors-ofnipah-virus-attachment-glycoprotein-2153-0645-1000180.pdf","nishisharmacool14@gmail.com"
"NVIC0046","","4-[(1-{[4-(3-chlorophenyl)-1-methyl-2-oxo-1,2-dihydroquinolin-6-yl]methyl}-1H-imidazol-5-yl)(hydroxy)methyl]benzonitrile","CN1C2=C(C=C(C=C2)CN3C=NC=C3C(C4=CC=C(C=C4)C#N)O)C(=CC1=O)C5=CC(=CC=C5)Cl","23646770",\N,\N,"attachment glycoprotein (Niv-G)","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of attachment glycoprotein (Niv-G)","480.94","6","1","5","5.06","83.84","37442011","https://pubmed.ncbi.nlm.nih.gov/37442011/","bhupender.thakur855@gmail.com"
"NVIC0046","","4-[(1-{[4-(3-chlorophenyl)-1-methyl-2-oxo-1,2-dihydroquinolin-6-yl]methyl}-1H-imidazol-5-yl)(hydroxy)methyl]benzonitrile","CN1C2=C(C=C(C=C2)CN3C=NC=C3C(C4=CC=C(C=C4)C#N)O)C(=CC1=O)C5=CC(=CC=C5)Cl","23646770",\N,\N,"Ephrin-B2","molecular docking and simulation",\N,\N,\N,"0.0","0.0","inhibition of Ephrin-B2","480.94","6","1","5","5.06","83.84","37442011","https://pubmed.ncbi.nlm.nih.gov/37442011/","bhupender.thakur855@gmail.com"
"NVIC0047","","Clemastine","CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O","23724780",\N,"58178872",\N,\N,\N,"MicroSource Spectrum Collection",\N,"0.0","0.0",\N,"459.97","3","0","6","6.50","12.47","19264786","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2682105/","nishisharmacool14@gmail.com"
"NVIC0048","","BHQ(2,5-di-(t-butyl)-1,4-hydroquinone)","CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O","2374",\N,"2283","Stimulates calcium release from the ER via IP3","HTS immunolabeling assay","Non-linear regression analysis","Merck Scientific (Kilsyth, VIC Australia)","Vero cells","12210.0","0.0","Inhibition of henipavirus replication","222.33","2","2","2","4.46","40.46","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0049","","Iron","[Fe]","23925","DB01592","22368","Transferrin receptor protein 1",\N,\N,\N,\N,"0.0","0.0",\N,"55.85","0","0","0","0.00","0.00","28904190","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5686741/","kanikatuteja@gmail.com"
"NVIC0050","","1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine","CC1=CC(=CC=C1)CC2=NN(C3=NC=NC(=C23)N)C(C)(C)C","24865390","DB08699","23976079","Calcium/calmodulin-dependent protein kinase 2 delta",\N,\N,\N,\N,"0.0","0.0",\N,"295.38","2","1","3","4.64","69.62","28904190","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5686741/","kanikatuteja@gmail.com"
"NVIC0051","","Caffeine","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","2519",\N,"2424","Release ER calcium stores","HTS immunolabeling assay","Non-linear regression analysis","Streptomyces conglobatus","Vero cells","7562710.0","0.0","Inhibition of henipavirus replication","194.19","5","0","0","-0.60","58.44","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
"NVIC0052","","Verapamil","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC","2520",\N,"2425","L/T-type Calcium channel antagonist","HTS immunolabeling assay","Non-linear regression analysis",\N,"Vero cells","21660.0","0.0","Calcium channel blockage","454.61","5","0","13","4.71","63.95","20668647","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910441/","kanikatuteja@gmail.com"
